5.50	3.70	5.50	2.80	4.80	3.00	4.80	2.10	4.80	3.00	4.80	2.10	5.50	3.70	5.50	2.80	5.50	3.70	5.50	2.80	5.50	3.70	5.50	2.80
2.50	2.10	1.90	5.50	1.80	1.40	1.20	4.80	1.80	1.40	1.20	4.80	2.50	2.10	1.90	5.50	2.50	2.10	1.90	5.50	2.50	2.10	1.90	5.50
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
2.30	5.50	3.70	5.50	1.60	4.80	3.00	4.80	1.60	4.80	3.00	4.80	2.30	5.50	3.70	5.50	2.30	5.50	3.70	5.50	2.30	5.50	3.70	5.50
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
4.00	3.40	5.50	3.70	3.30	2.70	4.80	3.00	3.30	2.70	4.80	3.00	4.00	3.40	5.50	3.70	4.00	3.40	5.50	3.70	4.00	3.40	5.50	3.70
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
5.50	3.20	5.50	2.70	4.80	2.50	4.80	2.00	4.80	2.50	4.80	2.00	5.50	3.20	5.50	2.70	5.50	3.20	5.50	2.70	5.50	3.20	5.50	2.70
3.90	3.70	3.10	5.50	3.20	3.00	2.40	4.80	3.20	3.00	2.40	4.80	3.90	3.70	3.10	5.50	3.90	3.70	3.10	5.50	3.90	3.70	3.10	5.50
3.80	3.70	5.50	3.70	3.10	3.00	4.80	3.00	3.10	3.00	4.80	3.00	3.80	3.70	5.50	3.70	3.80	3.70	5.50	3.70	3.80	3.70	5.50	3.70
3.20	5.50	2.30	5.50	2.50	4.80	1.60	4.80	2.50	4.80	1.60	4.80	3.20	5.50	2.30	5.50	3.20	5.50	2.30	5.50	3.20	5.50	2.30	5.50
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
3.60	3.20	3.10	5.50	2.90	2.50	2.40	4.80	2.90	2.50	2.40	4.80	3.60	3.20	3.10	5.50	3.60	3.20	3.10	5.50	3.60	3.20	3.10	5.50
3.70	4.00	5.50	3.70	3.00	3.30	4.80	3.00	3.00	3.30	4.80	3.00	3.70	4.00	5.50	3.70	3.70	4.00	5.50	3.70	3.70	4.00	5.50	3.70
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
5.50	3.70	5.50	2.80	4.80	3.00	4.80	2.10	4.80	3.00	4.80	2.10	5.50	3.70	5.50	2.80	5.50	3.70	5.50	2.80	5.50	3.70	5.50	2.80
2.50	2.10	1.90	5.50	1.80	1.40	1.20	4.80	1.80	1.40	1.20	4.80	2.50	2.10	1.90	5.50	2.50	2.10	1.90	5.50	2.50	2.10	1.90	5.50
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
2.30	5.50	3.70	5.50	1.60	4.80	3.00	4.80	1.60	4.80	3.00	4.80	2.30	5.50	3.70	5.50	2.30	5.50	3.70	5.50	2.30	5.50	3.70	5.50
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
4.00	3.40	5.50	3.70	3.30	2.70	4.80	3.00	3.30	2.70	4.80	3.00	4.00	3.40	5.50	3.70	4.00	3.40	5.50	3.70	4.00	3.40	5.50	3.70
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
5.50	3.20	5.50	2.70	4.80	2.50	4.80	2.00	4.80	2.50	4.80	2.00	5.50	3.20	5.50	2.70	5.50	3.20	5.50	2.70	5.50	3.20	5.50	2.70
3.90	3.70	3.10	5.50	3.20	3.00	2.40	4.80	3.20	3.00	2.40	4.80	3.90	3.70	3.10	5.50	3.90	3.70	3.10	5.50	3.90	3.70	3.10	5.50
3.80	3.70	5.50	3.70	3.10	3.00	4.80	3.00	3.10	3.00	4.80	3.00	3.80	3.70	5.50	3.70	3.80	3.70	5.50	3.70	3.80	3.70	5.50	3.70
3.20	5.50	2.30	5.50	2.50	4.80	1.60	4.80	2.50	4.80	1.60	4.80	3.20	5.50	2.30	5.50	3.20	5.50	2.30	5.50	3.20	5.50	2.30	5.50
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
3.60	3.20	3.10	5.50	2.90	2.50	2.40	4.80	2.90	2.50	2.40	4.80	3.60	3.20	3.10	5.50	3.60	3.20	3.10	5.50	3.60	3.20	3.10	5.50
3.70	4.00	5.50	3.70	3.00	3.30	4.80	3.00	3.00	3.30	4.80	3.00	3.70	4.00	5.50	3.70	3.70	4.00	5.50	3.70	3.70	4.00	5.50	3.70
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
5.50	3.70	5.50	2.80	4.80	3.00	4.80	2.10	4.80	3.00	4.80	2.10	5.50	3.70	5.50	2.80	5.50	3.70	5.50	2.80	5.50	3.70	5.50	2.80
2.50	2.10	1.90	5.50	1.80	1.40	1.20	4.80	1.80	1.40	1.20	4.80	2.50	2.10	1.90	5.50	2.50	2.10	1.90	5.50	2.50	2.10	1.90	5.50
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
2.30	5.50	3.70	5.50	1.60	4.80	3.00	4.80	1.60	4.80	3.00	4.80	2.30	5.50	3.70	5.50	2.30	5.50	3.70	5.50	2.30	5.50	3.70	5.50
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
4.00	3.40	5.50	3.70	3.30	2.70	4.80	3.00	3.30	2.70	4.80	3.00	4.00	3.40	5.50	3.70	4.00	3.40	5.50	3.70	4.00	3.40	5.50	3.70
5.50	5.50	5.50	5.50	4.80	4.80	4.80	4.80	4.80	4.80	4.80	4.80	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50	5.50
5.50	3.20	5.50	2.70	4.80	2.50	4.80	2.00	4.80	2.50	4.80	2.00	5.50	3.20	5.50	2.70	5.50	3.20	5.50	2.70	5.50	3.20	5.50	2.70
